year,gender,age_group,racial_identity,sexual_orientation,language,income_sources,health_challenges,immigration_status,location_tonight,shelter_past_year,education,acquired_brain_injury
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Employment,Medical condition,No,Emergency shelter,Yes,,
2018,Men,Over 65 years old,Racialized,"Gay, lesbian and other",English,Disability benefit,Addiction,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Non-racialized,Heterosexual,French,Disability benefit,Mental health issue,No,Unsheltered,Yes,,
2018,Women,18 to 24 years old,Racialized,Heterosexual,English,Employment,Mental health issue,"Yes, immigrant",Someone else's Place,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Emergency shelter,No,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Institution,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Transitional housing,Yes,,
2018,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Ontario Works,Physical disability,No,Transitional housing,Yes,,
2018,Women,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, immigrant",Emergency shelter,Yes,,
2018,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, immigrant",Transitional housing,Yes,,
2018,Men,25 to 49 years old,Non-racialized,"Gay, lesbian and other",English,Disability benefit,Addiction,No,Someone else's Place,Yes,,
2018,Men,Over 65 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,"Yes, refugee or refugee claimant",Emergency shelter,No,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,Yes,,
2018,Men,18 to 24 years old,Racialized,Heterosexual,Neither English or French,Ontario Works,Addiction,No,Transitional housing,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,Neither English or French,Ontario Works,Medical condition,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Disability benefit,Mental health issue,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Racialized,Heterosexual,French,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Other,Medical condition,No,Emergency shelter,Yes,,
2018,Men,18 to 24 years old,Non-racialized,Heterosexual,English,Seniors' benefits,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,English,Student loans,Mental health issue,"Yes, immigrant",Transitional housing,Yes,,
2018,Women,50 to 64 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,"Yes, refugee or refugee claimant",Emergency shelter,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Transitional housing,Yes,,
2018,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Disability benefit,Mental health issue,No,Unsure,Yes,,
2018,Men,18 to 24 years old,Non-racialized,Heterosexual,English,Child and family tax benefits,Addiction,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Someone else's Place,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Medical condition,No,Motel / Hotel,No,,
2018,Men,13 to 17 years old,Non-racialized,Heterosexual,English,GST/HST refund,Mental health issue,No,Emergency shelter,No,,
2018,Men,50 to 64 years old,Racialized,Heterosexual,English,Child and family tax benefits,Physical disability,No,Emergency shelter,No,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Physical disability,No,Motel / Hotel,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,,
2018,Women,13 to 17 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,No,,
2018,Men,13 to 17 years old,Non-racialized,Heterosexual,No preference,Employment,Addiction,No,Emergency shelter,Yes,,
2018,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Child and family tax benefits,Mental health issue,No,Transitional housing,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,French,Disability benefit,Addiction,No,Motel / Hotel,No,,
2018,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,No,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Seniors' benefits,Mental health issue,No,Someone else's Place,No,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Transitional housing,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,"Yes, immigrant",Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Disability benefit,Addiction,No,Other,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Other,Medical condition,"Yes, immigrant",Unsheltered,No,,
2018,Men,18 to 24 years old,Non-racialized,Heterosexual,English,Disability benefit,Physical disability,No,Emergency shelter,Yes,,
2018,Men,13 to 17 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Someone else's Place,Yes,,
2018,Men,13 to 17 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Unsheltered,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,"Yes, immigrant",Transitional housing,Yes,,
2018,Men,18 to 24 years old,Racialized,Heterosexual,English,Employment,Addiction,"Yes, refugee or refugee claimant",Transitional housing,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,No preference,Disability benefit,Physical disability,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, immigrant",Emergency shelter,Yes,,
2018,Men,13 to 17 years old,Racialized,Heterosexual,English,Seniors' benefits,Medical condition,No,Emergency shelter,Yes,,
2018,Women,13 to 17 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,No,,
2018,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Employment,Mental health issue,"Yes, immigrant",Emergency shelter,No,,
2018,Women,13 to 17 years old,Racialized,"Gay, lesbian and other",English,Child and family tax benefits,Mental health issue,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Addiction,"Yes, refugee or refugee claimant",Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Men,50 to 64 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Motel / Hotel,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Institution,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Employment,Addiction,No,Emergency shelter,Yes,,
2018,Men,Over 65 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Disability benefit,Medical condition,"Yes, refugee or refugee claimant",Unsheltered,No,,
2018,Men,18 to 24 years old,Non-racialized,Heterosexual,French,Employment,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Transitional housing,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Ontario Works,Mental health issue,No,Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,French,Disability benefit,Physical disability,No,Transitional housing,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Institution,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Disability benefit,Medical condition,No,Someone else's Place,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,"Yes, immigrant",Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,"Yes, immigrant",Unsheltered,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Disability benefit,Addiction,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Non-racialized,"Gay, lesbian and other",English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Disability benefit,Addiction,No,Emergency shelter,Yes,,
2018,Women,13 to 17 years old,Non-racialized,Heterosexual,English,Informal income (eg. bottle returns),Mental health issue,No,Motel / Hotel,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Someone else's Place,Yes,,
2018,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Ontario Works,Medical condition,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,"Yes, immigrant",Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,No,,
2018,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",French,Disability benefit,Medical condition,No,Unsure,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,"Yes, refugee or refugee claimant",Other,Yes,,
2018,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,"Yes, refugee or refugee claimant",Motel / Hotel,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Other,Medical condition,No,Emergency shelter,No,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,Neither English or French,Disability benefit,Mental health issue,No,Transitional housing,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Emergency shelter,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Disability benefit,Medical condition,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,No,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Child and family tax benefits,Physical disability,No,Transitional housing,Yes,,
2018,Men,25 to 49 years old,Non-racialized,"Gay, lesbian and other",English,Other,Medical condition,No,Transitional housing,No,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical disability,No,Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,French,Other,Mental health issue,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Motel / Hotel,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,Yes,,
2018,Women,18 to 24 years old,Racialized,Heterosexual,English,Other,Physical disability,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Addiction,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,French,Ontario Works,Addiction,"Yes, immigrant",Motel / Hotel,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,Neither English or French,Ontario Works,Addiction,No,Transitional housing,No,,
2018,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,"Yes, refugee or refugee claimant",Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,,
2018,Women,Over 65 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,No,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Other,Mental health issue,No,Emergency shelter,No,,
2018,Women,18 to 24 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,No,Emergency shelter,Yes,,
2018,Men,18 to 24 years old,Racialized,Heterosexual,English,Disability benefit,Physical disability,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Racialized,Heterosexual,English,Disability benefit,Physical disability,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Disability benefit,Physical disability,No,Transitional housing,Yes,,
2018,Women,25 to 49 years old,Racialized,"Gay, lesbian and other",Neither English or French,Ontario Works,Mental health issue,No,Emergency shelter,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Informal income (eg. bottle returns),Addiction,No,Transitional housing,Yes,,
2018,Non-binary and other identities,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Transitional housing,Yes,,
2018,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Emergency shelter,Yes,,
2018,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical disability,No,Transitional housing,Yes,,
2018,Men,25 to 49 years old,Racialized,Heterosexual,Neither English or French,GST/HST refund,Addiction,"Yes, refugee or refugee claimant",Emergency shelter,Yes,,
2018,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, immigrant",Motel / Hotel,Yes,,
2018,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Transitional housing,No,,
