Date,Count_,TotalLengthOfStay,Category,ObjectId
2024/01/01 00:00:00+00,573,5079,Mixed-Gender,1848
2024/01/01 00:00:00+00,64,1567,Offsite/Overflow Singles,1849
2024/01/01 00:00:00+00,567,11562,Single Adult Females,1850
2024/01/01 00:00:00+00,1269,26278,Single Adult Males,1851
2024/01/01 00:00:00+00,52,1258,Single Youth 18 Under,1852
2024/01/01 00:00:00+00,529,10591,Women's Shelter,1853
2024/01/01 00:00:00+00,72,1850,Youth Shelter,1854
2024/07/01 00:00:00+00,3772,90219,All Clients,1855
2024/07/01 00:00:00+00,1890,40036,All Singles,1856
2024/07/01 00:00:00+00,1916,51157,Family Household Members,1857
2024/07/01 00:00:00+00,578,51157,Family Households,1858
2024/07/01 00:00:00+00,1873,50001,Family Member,1859
2024/07/01 00:00:00+00,534,50001,Family Units,1860
2024/07/01 00:00:00+00,741,14958,Men's Shelter,1861
2024/07/01 00:00:00+00,366,2286,Mixed-Gender,1862
2024/07/01 00:00:00+00,45,1156,Offsite/Overflow Singles,1863
2024/07/01 00:00:00+00,573,12943,Single Adult Females,1864
2024/07/01 00:00:00+00,1276,25968,Single Adult Males,1865
2024/07/01 00:00:00+00,41,1125,Single Youth 18 Under,1866
2024/07/01 00:00:00+00,582,13760,Women's Shelter,1867
2024/07/01 00:00:00+00,62,1806,Youth Shelter,1868
2024/06/01 00:00:00+00,3610,86018,All Clients,1869
2024/06/01 00:00:00+00,1862,38700,All Singles,1870
2024/06/01 00:00:00+00,1790,48251,Family Household Members,1871
2024/06/01 00:00:00+00,545,48251,Family Households,1872
2024/06/01 00:00:00+00,1745,47189,Family Member,1873
2024/06/01 00:00:00+00,499,47189,Family Units,1874
2024/06/01 00:00:00+00,721,14731,Men's Shelter,1875
2024/06/01 00:00:00+00,355,2167,Mixed-Gender,1876
2024/06/01 00:00:00+00,47,1062,Offsite/Overflow Singles,1877
2024/06/01 00:00:00+00,560,12194,Single Adult Females,1878
2024/06/01 00:00:00+00,1259,25376,Single Adult Males,1879
2024/06/01 00:00:00+00,43,1130,Single Youth 18 Under,1880
2024/06/01 00:00:00+00,600,13419,Women's Shelter,1881
2024/06/01 00:00:00+00,64,1753,Youth Shelter,1882
2024/03/01 00:00:00+00,3552,84542,All Clients,1883
2024/03/01 00:00:00+00,1882,39187,All Singles,1884
2024/03/01 00:00:00+00,1712,46397,Family Household Members,1885
2024/03/01 00:00:00+00,513,46397,Family Households,1886
2024/03/01 00:00:00+00,1669,45327,Family Member,1887
2024/03/01 00:00:00+00,470,45327,Family Units,1888
2024/03/01 00:00:00+00,765,15478,Men's Shelter,1889
2024/03/01 00:00:00+00,507,4940,Mixed-Gender,1890
2024/03/01 00:00:00+00,44,1070,Offsite/Overflow Singles,1891
2024/03/01 00:00:00+00,532,11382,Single Adult Females,1892
2024/03/01 00:00:00+00,1304,26657,Single Adult Males,1893
2024/03/01 00:00:00+00,47,1148,Single Youth 18 Under,1894
2024/03/01 00:00:00+00,483,10720,Women's Shelter,1895
2024/03/01 00:00:00+00,71,1778,Youth Shelter,1896
2024/05/01 00:00:00+00,3636,85787,All Clients,1897
2024/05/01 00:00:00+00,1903,39113,All Singles,1898
2024/05/01 00:00:00+00,1771,47542,Family Household Members,1899
2024/05/01 00:00:00+00,540,47542,Family Households,1900
2024/05/01 00:00:00+00,1729,46537,Family Member,1901
2024/05/01 00:00:00+00,498,46537,Family Units,1902
2024/05/01 00:00:00+00,734,15238,Men's Shelter,1903
2024/05/01 00:00:00+00,472,2918,Mixed-Gender,1904
2024/05/01 00:00:00+00,43,1005,Offsite/Overflow Singles,1905
2024/05/01 00:00:00+00,551,11872,Single Adult Females,1906
2024/05/01 00:00:00+00,1311,26203,Single Adult Males,1907
2024/05/01 00:00:00+00,41,1038,Single Youth 18 Under,1908
2024/05/01 00:00:00+00,579,12356,Women's Shelter,1909
2024/05/01 00:00:00+00,65,1767,Youth Shelter,1910
2024/11/01 00:00:00+00,3901,93420,All Clients,1911
2024/11/01 00:00:00+00,1934,40511,All Singles,1912
2025/07/01 00:00:00+00,258,6876,Offsite/Overflow Singles,1913
2025/07/01 00:00:00+00,713,17142,Single Adult Females,1914
2025/07/01 00:00:00+00,1230,27091,Single Adult Males,1915
2025/07/01 00:00:00+00,172,4330,Single Youth 18 Under,1916
2025/07/01 00:00:00+00,402,8943,Women's Shelter,1917
2025/07/01 00:00:00+00,62,1549,Youth Shelter,1918
2025/06/01 00:00:00+00,4211,104314,All Clients,1919
2025/06/01 00:00:00+00,2186,47058,All Singles,1920
2025/06/01 00:00:00+00,2241,62171,Family Household Members,1921
2025/06/01 00:00:00+00,838,62171,Family Households,1922
2025/06/01 00:00:00+00,2002,56551,Family Member,1923
2025/06/01 00:00:00+00,597,56551,Family Units,1924
2025/06/01 00:00:00+00,751,14434,Men's Shelter,1925
2025/06/01 00:00:00+00,456,6143,Mixed-Gender,1926
2025/06/01 00:00:00+00,242,5620,Offsite/Overflow Singles,1927
2025/06/01 00:00:00+00,743,16463,Single Adult Females,1928
2025/06/01 00:00:00+00,1287,26992,Single Adult Males,1929
2025/06/01 00:00:00+00,156,3603,Single Youth 18 Under,1930
2025/06/01 00:00:00+00,433,8824,Women's Shelter,1931
2025/06/01 00:00:00+00,64,1694,Youth Shelter,1932
2025/03/01 00:00:00+00,4090,104164,All Clients,1933
2025/03/01 00:00:00+00,2058,46251,All Singles,1934
2025/03/01 00:00:00+00,2117,60038,Family Household Members,1935
2025/03/01 00:00:00+00,711,60038,Family Households,1936
2025/03/01 00:00:00+00,2007,57251,Family Member,1937
2025/03/01 00:00:00+00,601,57251,Family Units,1938
2025/03/01 00:00:00+00,727,14928,Men's Shelter,1939
2025/03/01 00:00:00+00,512,6936,Mixed-Gender,1940
2025/03/01 00:00:00+00,111,2787,Offsite/Overflow Singles,1941
2025/03/01 00:00:00+00,655,15886,Single Adult Females,1942
2025/03/01 00:00:00+00,1323,28192,Single Adult Males,1943
2025/03/01 00:00:00+00,83,2173,Single Youth 18 Under,1944
2025/03/01 00:00:00+00,400,9790,Women's Shelter,1945
2025/03/01 00:00:00+00,60,1655,Youth Shelter,1946
2025/05/01 00:00:00+00,4192,107696,All Clients,1947
2025/05/01 00:00:00+00,2181,48932,All Singles,1948
2025/05/01 00:00:00+00,2177,63288,Family Household Members,1949
2025/05/01 00:00:00+00,780,63288,Family Households,1950
2025/05/01 00:00:00+00,1989,58028,Family Member,1951
2025/05/01 00:00:00+00,591,58028,Family Units,1952
2025/05/01 00:00:00+00,760,14955,Men's Shelter,1953
2025/05/01 00:00:00+00,490,6564,Mixed-Gender,1954
2025/05/01 00:00:00+00,190,5260,Offsite/Overflow Singles,1955
2025/05/01 00:00:00+00,710,17070,Single Adult Females,1956
2025/05/01 00:00:00+00,1345,28566,Single Adult Males,1957
2025/05/01 00:00:00+00,126,3296,Single Youth 18 Under,1958
2025/05/01 00:00:00+00,397,9231,Women's Shelter,1959
2025/05/01 00:00:00+00,65,1651,Youth Shelter,1960
