Topic,Sector,Period,Question,Response,Denominator,Numerator,Percent
Demographics,All,April 2018,7. In what language do you feel best able to express yourself?,No preference,1400,76,5.4
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,Employment (secured),986,26,2.6
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,Employment (secured),1657,30,1.8
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,Employment (seeking),986,64,6.5
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,Employment (seeking),1657,149,9.0
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,Family moved here,986,185,18.8
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,Family moved here,1657,175,10.6
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,Fear for safety,986,63,6.4
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,Fear for safety,1657,256,15.4
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,Other,986,142,14.4
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,Other,1657,320,19.3
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,Recreation/shopping,986,9,0.9
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,Recreation/shopping,1657,4,0.2
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,To access emergency shelters,986,55,5.6
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,To access emergency shelters,1657,156,9.4
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,To access services and supports,986,193,19.6
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,To access services and supports,1657,186,11.2
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,To attend school,986,55,5.6
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,To attend school,1657,52,3.1
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,To find housing,986,57,5.8
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,To find housing,1657,96,5.8
Demographics,All,October 2021,7. What is the main reason you came to Ottawa?,To visit friends/family,986,91,9.2
Demographics,All,October 2024,7. What is the main reason you came to Ottawa?,To visit friends/family,1657,108,6.5
Demographics,All,April 2018,8. Do you have family members or anyone else staying with you tonight?,Accompanied by family member(s) or other(s),1400,270,19.3
Demographics,All,October 2021,8. Have you ever served in the Canadian Military and/or RCMP?,Did not service in Canadian military and/or RCMP,1340,1256,93.7
Demographics,All,October 2024,8. Have you ever served in the Canadian Military and/or RCMP?,Did not service in Canadian military and/or RCMP,2595,2345,90.4
Demographics,All,October 2021,8. Have you ever served in the Canadian Military and/or RCMP?,Served in Canadian military and/or RCMP,1340,59,4.4
Demographics,All,October 2024,8. Have you ever served in the Canadian Military and/or RCMP?,Served in Canadian military and/or RCMP,2595,92,3.5
Demographics,All,October 2021,9a. Do you have family members or anyone else staying with you tonight?,Accompanied by family member(s) or other(s),1340,137,10.2
Demographics,All,October 2024,9a. Do you have family members or anyone else staying with you tonight?,Accompanied by family member(s) or other(s),2595,534,20.6
Demographics,All,October 2021,9b. Do you have dependents staying with you tonight?,Accompanied by dependent(s),1340,145,11
Demographics,All,October 2024,9b. Do you have dependents staying with you tonight?,Accompanied by dependent(s),2595,270,10.4
Demographics,Family,October 2021,1. What gender do you identify with?,Men,137,36,26.3
Demographics,Family,April 2018,1. What gender do you identify with?,Men,213,47,22.1
Demographics,Family,October 2024,1. What gender do you identify with?,Men,248,62,25.0
Demographics,Family,October 2021,1. What gender do you identify with?,Women,137,98,71.5
Demographics,Family,April 2018,1. What gender do you identify with?,Women,213,165,77.5
Demographics,Family,October 2024,1. What gender do you identify with?,Women,248,181,73.0
Demographics,Family,April 2018,2. How old are you?,13 to 18 years old,213,0,0.0
Demographics,Family,April 2018,2. How old are you?,18 to 24 years old,213,14,6.6
Demographics,Family,October 2021,2. How old are you?,25 to 49,137,110,80.3
Demographics,Family,October 2024,2. How old are you?,25 to 49,248,207,83.5
Demographics,Family,April 2018,2. How old are you?,25 to 49 years old,213,173,81.2
Demographics,Family,October 2021,2. How old are you?,50 and over,137,15,10.9
Demographics,Family,October 2024,2. How old are you?,50 and over,248,19,7.7
Demographics,Family,April 2018,2. How old are you?,50 to 64 years old,213,20,9.4
Demographics,Family,April 2018,2. How old are you?,Over 65 years old,213,0,0.0
Demographics,Family,October 2021,2. How old are you?,Under 25,137,12,8.8
Demographics,Family,October 2024,2. How old are you?,Under 25,248,15,6.0
Demographics,Family,October 2021,3. Do you identify with any racial identities?,Non-racialized,137,20,14.6
Demographics,Family,April 2018,3. Do you identify with any racial identities?,Non-racialized,213,32,15.0
Demographics,Family,October 2024,3. Do you identify with any racial identities?,Non-racialized,248,20,8.1
Demographics,Family,October 2021,3. Do you identify with any racial identities?,Racialized,137,109,79.6
